Previous Scores,Extracurricular Activities,Hours Studied,Sleep Hours,Sample Question Papers Practiced,Scores
0.49,1,0.7751877124443853,1.4562046070089614,-1.2497539385692347,0.41000000000000003
0.31999999999999995,0,-0.3834805837706292,-1.4922942328083246,-0.900982153184468,0.15000000000000002
0.010000000000000009,1,1.16141047784939,0.276805071082047,-0.900982153184468,-0.04999999999999999
0.020000000000000018,1,0.002742181634375661,-0.9025944648448675,-0.900982153184468,-0.14
0.25,0,0.7751877124443853,0.8665048390455041,0.14533320296983215,0.16000000000000003
0.28,0,-0.769703349175634,1.4562046070089614,0.4941049883545988,0.10999999999999999
0.22999999999999998,1,0.7751877124443853,-0.9025944648448675,0.4941049883545988,0.13
-0.04999999999999999,1,1.16141047784939,-1.4922942328083246,0.4941049883545988,-0.08000000000000002
0.27,0,0.002742181634375661,0.8665048390455041,-0.900982153184468,0.10999999999999999
0.39,0,-0.3834805837706292,-1.4922942328083246,-1.5985257239540014,0.18999999999999995
0.41000000000000003,0,1.16141047784939,-1.4922942328083246,0.14533320296983215,0.33999999999999997
0.29000000000000004,0,1.16141047784939,-0.31289469688141025,-0.900982153184468,0.22999999999999998
-0.030000000000000027,0,-0.769703349175634,1.4562046070089614,-0.900982153184468,-0.22999999999999998
-0.030000000000000027,0,0.3889649470393805,-1.4922942328083246,-0.900982153184468,-0.16999999999999998
0.29000000000000004,0,0.002742181634375661,0.276805071082047,1.1916485591241321,0.18000000000000005
0.21999999999999997,0,-1.155926114580639,-1.4922942328083246,-0.5522103677997012,-0.07
0.22999999999999998,1,1.16141047784939,0.8665048390455041,-0.20343858241493454,0.17000000000000004
0.32999999999999996,1,0.3889649470393805,0.276805071082047,-0.900982153184468,0.19999999999999996
0.040000000000000036,1,-1.155926114580639,-1.4922942328083246,1.5404203445088989,-0.2
0.25,0,0.002742181634375661,0.276805071082047,-1.5985257239540014,0.13
0.49,1,-1.5421488799856438,-1.4922942328083246,-0.5522103677997012,0.20999999999999996
0.45999999999999996,0,0.3889649470393805,1.4562046070089614,-1.5985257239540014,0.35
0.24,1,1.547633243254395,0.276805071082047,0.4941049883545988,0.22999999999999998
0.35,0,-1.5421488799856438,-0.9025944648448675,0.4941049883545988,0.06999999999999995
0.10999999999999999,0,-0.769703349175634,-0.31289469688141025,-0.5522103677997012,-0.15000000000000002
0.12,1,0.7751877124443853,0.276805071082047,-0.20343858241493454,-0.010000000000000009
0.29000000000000004,0,-0.3834805837706292,0.8665048390455041,1.5404203445088989,0.16000000000000003
0.33999999999999997,1,1.547633243254395,-0.31289469688141025,0.4941049883545988,0.32999999999999996
0.43999999999999995,1,-0.769703349175634,-0.31289469688141025,0.14533320296983215,0.24
0.4,1,0.002742181634375661,-1.4922942328083246,-0.5522103677997012,0.24
0.10999999999999999,1,-0.769703349175634,0.276805071082047,-0.5522103677997012,-0.10999999999999999
-0.06,1,0.7751877124443853,1.4562046070089614,-1.2497539385692347,-0.14
0.19999999999999996,1,0.002742181634375661,-0.31289469688141025,1.5404203445088989,0.07999999999999996
0.020000000000000018,1,1.547633243254395,0.8665048390455041,-1.2497539385692347,-0.030000000000000027
0.17000000000000004,1,0.7751877124443853,1.4562046070089614,-0.5522103677997012,0.09999999999999998
0.47,1,-1.155926114580639,1.4562046070089614,-0.20343858241493454,0.24
0.08999999999999997,0,-0.3834805837706292,0.8665048390455041,-0.5522103677997012,-0.08000000000000002
0.21999999999999997,0,1.547633243254395,0.8665048390455041,-0.900982153184468,0.18000000000000005
0.050000000000000044,1,-1.155926114580639,-1.4922942328083246,-1.2497539385692347,-0.18
0.18000000000000005,0,1.547633243254395,-0.9025944648448675,-0.5522103677997012,0.14
0.12,0,0.002742181634375661,0.276805071082047,-0.20343858241493454,-0.04999999999999999
0.13,1,-1.155926114580639,-0.31289469688141025,-1.5985257239540014,-0.10999999999999999
0.22999999999999998,1,-0.3834805837706292,0.276805071082047,-1.5985257239540014,0.07999999999999996
-0.03999999999999998,0,0.7751877124443853,1.4562046070089614,0.14533320296983215,-0.14
0.27,1,1.16141047784939,-0.31289469688141025,-0.20343858241493454,0.20999999999999996
0.26,1,-0.769703349175634,-1.4922942328083246,-0.5522103677997012,0.040000000000000036
